,Discipline,Event,Event gender,Medal,NOC,Sport,Year
0,Taekwondo,- 58 kg,M,Bronze,AFG,Taekwondo,2008
1,Sailing,board (division II),M,Silver,AHO,Sailing,1988
2,Boxing,71-75kg,M,Bronze,ALG,Boxing,1984
3,Boxing,71-75kg,M,Bronze,ALG,Boxing,1996
4,Boxing,75 - 81kg (light-heavyweight),M,Bronze,ALG,Boxing,1984
5,Athletics,1500m,W,Gold,ALG,Athletics,1992
6,Athletics,1500m,M,Gold,ALG,Athletics,1996
7,Athletics,1500m,W,Gold,ALG,Athletics,2000
8,Boxing,54 - 57kg (featherweight),M,Bronze,ALG,Boxing,1992
9,Boxing,57 - 60kg (lightweight),M,Gold,ALG,Boxing,1996
10,Cycling Track,5000m,M,Silver,ALG,Cycling,2000
11,Athletics,5000m,M,Silver,ALG,Athletics,2000
12,Swimming,1500m freestyle,M,Bronze,ANZ,Aquatics,1908
13,Swimming,1500m freestyle,M,Bronze,ANZ,Aquatics,1912
14,Athletics,3500m walk,M,Bronze,ANZ,Athletics,1908
15,Swimming,400m freestyle,M,Silver,ANZ,Aquatics,1908
16,Swimming,400m freestyle,M,Bronze,ANZ,Aquatics,1912
17,Boxing,63.5 - 71.67kg (middleweight),M,Silver,ANZ,Boxing,1908
18,Rugby,rugby,M,Gold,ANZ,Rugby,1908
19,Swimming,100m freestyle,M,Silver,ANZ,Aquatics,1912
20,Swimming,100m freestyle,W,Gold,ANZ,Aquatics,1912
21,Swimming,100m freestyle,W,Silver,ANZ,Aquatics,1912
22,Swimming,4x200m freestyle relay,M,Gold,ANZ,Aquatics,1912
23,Tennis,singles indoor,M,Bronze,ANZ,Tennis,1912
24,Boxing,+ 79.38kg (heavyweight),M,Bronze,ARG,Boxing,1924
25,Boxing,+ 79.38kg (heavyweight),M,Gold,ARG,Boxing,1928
26,Boxing,+ 79.38kg (heavyweight),M,Gold,ARG,Boxing,1932
27,Boxing,+ 79.38kg (heavyweight),M,Silver,ARG,Boxing,1936
28,Boxing,53.52 - 57.15kg (featherweight),M,Bronze,ARG,Boxing,1924
29,Boxing,53.52 - 57.15kg (featherweight),M,Silver,ARG,Boxing,1928
30,Boxing,57.15 - 61.24kg (lightweight),M,Silver,ARG,Boxing,1924
31,Boxing,61.24 - 66.68kg (welterweight),M,Silver,ARG,Boxing,1924
32,Boxing,61.24 - 66.68kg (welterweight),M,Silver,ARG,Boxing,1928
33,Polo,polo,M,Gold,ARG,Polo,1924
34,Boxing,- 48kg (light-flyweight),M,Silver,ARM,Boxing,1996
35,Wrestling Free.,- 48kg (light-flyweight),M,Silver,ARM,Wrestling,1996
36,Wrestling Gre-R,- 48kg (light-flyweight),M,Silver,ARM,Wrestling,1996
37,Wrestling Free.,48 - 52kg (flyweight),M,Gold,ARM,Wrestling,1996
38,Wrestling Gre-R,48 - 52kg (flyweight),M,Gold,ARM,Wrestling,1996
39,Weightlifting,77kg,M,Bronze,ARM,Weightlifting,2000
40,Weightlifting,77kg,M,Bronze,ARM,Weightlifting,2008
41,Wrestling Free.,- 55kg,M,Bronze,ARM,Wrestling,2008
42,Wrestling Gre-R,- 55kg,M,Bronze,ARM,Wrestling,2008
43,Boxing,57 - 60kg (lightweight),M,Bronze,ARM,Boxing,2008
44,Athletics,1500m,M,Gold,AUS,Athletics,1896
45,Athletics,1500m,M,Bronze,AUS,Athletics,1956
46,Athletics,1500m,M,Gold,AUS,Athletics,1960
47,Athletics,800m,M,Gold,AUS,Athletics,1896
48,Athletics,800m,W,Silver,AUS,Athletics,1960
49,Athletics,800m,M,Gold,AUS,Athletics,1968
50,Athletics,100m,M,Bronze,AUS,Athletics,1900
51,Athletics,100m,W,Bronze,AUS,Athletics,1948
52,Athletics,100m,W,Bronze,AUS,Athletics,1952
53,Athletics,100m,W,Gold,AUS,Athletics,1952
54,Athletics,100m,M,Bronze,AUS,Athletics,1956
55,Athletics,100m,W,Bronze,AUS,Athletics,1956
56,Athletics,100m,W,Gold,AUS,Athletics,1956
57,Swimming,100m freestyle,M,Silver,AUT,Aquatics,1896
58,Cycling Track,10km,M,Bronze,AUT,Cycling,1896
59,Cycling Track,12-hour race,M,Gold,AUT,Cycling,1896
60,Cycling Track,1km time trial,M,Bronze,AUT,Cycling,1896
61,Swimming,400m freestyle,M,Gold,AUT,Aquatics,1896
62,Swimming,400m freestyle,M,Bronze,AUT,Aquatics,1904
63,Swimming,400m freestyle,M,Bronze,AUT,Aquatics,1908
64,Swimming,1500m freestyle,M,Silver,AUT,Aquatics,1900
65,Swimming,200m backstroke,M,Silver,AUT,Aquatics,1900
66,Swimming,200m backstroke,M,Silver,AUT,Aquatics,2004
67,Wrestling Free.,48 - 52kg (flyweight),M,Silver,AZE,Wrestling,1996
68,Wrestling Gre-R,48 - 52kg (flyweight),M,Silver,AZE,Wrestling,1996
69,Wrestling Free.,48 - 54kg,M,Gold,AZE,Wrestling,2000
70,Wrestling Gre-R,48 - 54kg,M,Gold,AZE,Wrestling,2000
71,Boxing,71-75kg,M,Bronze,AZE,Boxing,2000
72,Shooting,skeet (75 targets),W,Gold,AZE,Shooting,2000
73,Shooting,skeet (75 targets),W,Bronze,AZE,Shooting,2004
74,Shooting,25m pistol (30+30 shots),W,Bronze,AZE,Shooting,2004
75,Boxing,48 - 51kg (flyweight),M,Bronze,AZE,Boxing,2004
76,Boxing,51 - 54kg (bantamweight),M,Bronze,AZE,Boxing,2004
77,Sailing,two-person keelboat open (Star),X,Bronze,BAH,Sailing,1956
78,Sailing,two-person keelboat open (Star),X,Gold,BAH,Sailing,1964
79,Athletics,triple jump,M,Bronze,BAH,Athletics,1992
80,Athletics,triple jump,M,Bronze,BAH,Athletics,2008
81,Athletics,4x100m relay,W,Silver,BAH,Athletics,1996
82,Athletics,4x100m relay,W,Gold,BAH,Athletics,2000
83,Athletics,200m,W,Gold,BAH,Athletics,2000
84,Athletics,200m,W,Bronze,BAH,Athletics,2004
85,Athletics,400m,W,Gold,BAH,Athletics,2004
86,Athletics,4x400m relay,M,Silver,BAH,Athletics,2008
87,Athletics,100m,M,Bronze,BAR,Athletics,2000
88,Cycling Track,5000m,M,Gold,BDI,Cycling,1996
89,Athletics,5000m,M,Gold,BDI,Athletics,1996
90,Shooting,"army rifle, 300m, 3 positions",M,Bronze,BEL,Shooting,1900
91,Shooting,"army rifle, 300m, standing",M,Bronze,BEL,Shooting,1900
92,Archery,"au chapelet, 33m",M,Gold,BEL,Archery,1900
93,Archery,"au cordon doré, 33m",M,Gold,BEL,Archery,1900
94,Archery,"au cordon doré, 50m",M,Silver,BEL,Archery,1900
95,Rowing,eight with coxswain (8+),M,Silver,BEL,Rowing,1900
96,Rowing,eight with coxswain (8+),M,Silver,BEL,Rowing,1908
97,Football,football,M,Bronze,BEL,Football,1900
98,Football,football,M,Gold,BEL,Football,1920
99,Athletics,high jump,X,Bronze,BEL,Athletics,1900
100,Boxing,+ 81kg (heavyweight),M,Bronze,BER,Boxing,1976
101,Boxing,- 48kg (light-flyweight),M,Silver,BLR,Boxing,1996
102,Wrestling Free.,- 48kg (light-flyweight),M,Silver,BLR,Wrestling,1996
103,Wrestling Gre-R,- 48kg (light-flyweight),M,Silver,BLR,Wrestling,1996
104,Wrestling Free.,100 - 130kg (super heavyweight),M,Silver,BLR,Wrestling,1996
105,Wrestling Gre-R,100 - 130kg (super heavyweight),M,Silver,BLR,Wrestling,1996
106,Shooting,50m pistol (60 shots),M,Silver,BLR,Shooting,1996
107,Shooting,50m pistol (60 shots),M,Silver,BLR,Shooting,2000
108,Wrestling Free.,74 - 82kg (middleweight),M,Bronze,BLR,Wrestling,1996
109,Wrestling Gre-R,74 - 82kg (middleweight),M,Bronze,BLR,Wrestling,1996
110,Wrestling Free.,90 - 100kg (heavyweight),M,Silver,BLR,Wrestling,1996
111,Athletics,discus throw,M,Silver,BOH,Athletics,1900
112,Tennis,singles,W,Bronze,BOH,Tennis,1900
113,Table Tennis,singles,W,Bronze,BOH,Table Tennis,1900
114,Badminton,singles,W,Bronze,BOH,Badminton,1900
115,Fencing,sabre individual,M,Bronze,BOH,Fencing,1908
116,Fencing,sabre team,M,Bronze,BOH,Fencing,1908
117,Shooting,25m rapid fire pistol (60 shots),M,Gold,BRA,Shooting,1920
118,Shooting,"50m army pistol, team",M,Bronze,BRA,Shooting,1920
119,Shooting,50m pistol (60 shots),M,Silver,BRA,Shooting,1920
120,Basketball,basketball,M,Bronze,BRA,Basketball,1948
121,Basketball,basketball,M,Bronze,BRA,Basketball,1960
122,Basketball,basketball,M,Bronze,BRA,Basketball,1964
123,Basketball,basketball,W,Silver,BRA,Basketball,1996
124,Basketball,basketball,W,Bronze,BRA,Basketball,2000
125,Swimming,1500m freestyle,M,Bronze,BRA,Aquatics,1952
126,Athletics,high jump,M,Bronze,BRA,Athletics,1952
127,Boxing,71-75kg,M,Bronze,BUL,Boxing,1952
128,Wrestling Free.,+ 87kg (heavyweight),M,Silver,BUL,Wrestling,1956
129,Wrestling Free.,73 - 79kg (middleweight),M,Gold,BUL,Wrestling,1956
130,Wrestling Free.,73 - 79kg (middleweight),M,Silver,BUL,Wrestling,1956
131,Wrestling Gre-R,73 - 79kg (middleweight),M,Gold,BUL,Wrestling,1956
132,Wrestling Gre-R,73 - 79kg (middleweight),M,Silver,BUL,Wrestling,1956
133,Wrestling Free.,73 - 79kg (middleweight),M,Gold,BUL,Wrestling,1960
134,Wrestling Gre-R,73 - 79kg (middleweight),M,Gold,BUL,Wrestling,1960
135,Wrestling Free.,79 - 87kg (light-heavyweight),M,Silver,BUL,Wrestling,1956
136,Wrestling Gre-R,79 - 87kg (light-heavyweight),M,Silver,BUL,Wrestling,1956
137,Wrestling Free.,79 - 87kg (light-heavyweight),M,Silver,BUL,Wrestling,1960
138,Wrestling Gre-R,79 - 87kg (light-heavyweight),M,Silver,BUL,Wrestling,1960
139,Athletics,4x400m relay,M,Bronze,BWI,Athletics,1960
140,Athletics,800m,M,Bronze,BWI,Athletics,1960
141,Athletics,3000m steeplechase,M,Gold,CAN,Athletics,1900
142,Athletics,400m hurdles,M,Bronze,CAN,Athletics,1900
143,Athletics,400m hurdles,M,Silver,CAN,Athletics,1936
144,Athletics,56lb weight throw (25.4kg),M,Gold,CAN,Athletics,1904
145,Rowing,eight with coxswain (8+),M,Silver,CAN,Rowing,1904
146,Rowing,eight with coxswain (8+),M,Bronze,CAN,Rowing,1908
147,Rowing,eight with coxswain (8+),M,Silver,CAN,Rowing,1924
148,Rowing,eight with coxswain (8+),M,Bronze,CAN,Rowing,1928
149,Rowing,eight with coxswain (8+),M,Bronze,CAN,Rowing,1932
150,Rowing,eight with coxswain (8+),M,Silver,CAN,Rowing,1956
151,Athletics,marathon,M,Silver,CHI,Athletics,1928
152,Jumping,individual,X,Silver,CHI,Equestrian,1952
153,Golf,individual,X,Silver,CHI,Golf,1952
154,Roque,individual,X,Silver,CHI,Roque,1952
155,Jeu de Paume,individual,X,Silver,CHI,Jeu de paume,1952
156,Rackets,individual,X,Silver,CHI,Rackets,1952
157,Figure skating,individual,X,Silver,CHI,Skating,1952
158,Dressage,individual,X,Silver,CHI,Equestrian,1952
159,Eventing,individual,X,Silver,CHI,Equestrian,1952
160,Trampoline,individual,X,Silver,CHI,Gymnastics,1952
161,Weightlifting,"- 52kg, total (flyweight)",M,Gold,CHN,Weightlifting,1984
162,Weightlifting,"- 52kg, total (flyweight)",M,Silver,CHN,Weightlifting,1984
163,Weightlifting,"- 52kg, total (flyweight)",M,Bronze,CHN,Weightlifting,1988
164,Weightlifting,"- 52kg, total (flyweight)",M,Silver,CHN,Weightlifting,1992
165,Weightlifting,"- 56kg, total (bantamweight)",M,Gold,CHN,Weightlifting,1984
166,Weightlifting,"- 56kg, total (bantamweight)",M,Silver,CHN,Weightlifting,1984
167,Weightlifting,"- 56kg, total (bantamweight)",M,Bronze,CHN,Weightlifting,1988
168,Weightlifting,"- 56kg, total (bantamweight)",M,Silver,CHN,Weightlifting,1988
169,Weightlifting,"- 56kg, total (bantamweight)",M,Bronze,CHN,Weightlifting,1992
170,Weightlifting,"- 56kg, total (bantamweight)",M,Silver,CHN,Weightlifting,1992
171,Weightlifting,"- 56kg, total (bantamweight)",M,Silver,CHN,Weightlifting,2004
172,Weightlifting,"- 56kg, total (bantamweight)",M,Gold,CHN,Weightlifting,2008
173,Shooting,10m air rifle (40 shots),W,Bronze,CHN,Shooting,1984
174,Shooting,10m air rifle (40 shots),W,Bronze,CHN,Shooting,2000
175,Athletics,400m,M,Silver,CIV,Athletics,1984
176,Boxing,63.5 - 67kg (welterweight),M,Silver,CMR,Boxing,1968
177,Boxing,57 - 60kg (lightweight),M,Bronze,CMR,Boxing,1984
178,Football,football,M,Gold,CMR,Football,2000
179,Athletics,triple jump,W,Gold,CMR,Athletics,2004
180,Athletics,triple jump,W,Gold,CMR,Athletics,2008
181,Shooting,50m running target (30+30 shots),X,Silver,COL,Shooting,1972
182,Shooting,50m running target (30+30 shots),M,Silver,COL,Shooting,1984
183,Boxing,54 - 57kg (featherweight),M,Bronze,COL,Boxing,1972
184,Boxing,57 - 60kg (lightweight),M,Bronze,COL,Boxing,1972
185,Boxing,51 - 54kg (bantamweight),M,Bronze,COL,Boxing,1988
186,Athletics,400m,W,Bronze,COL,Athletics,1992
187,Weightlifting,75kg,W,Gold,COL,Weightlifting,2000
188,Weightlifting,53kg,W,Bronze,COL,Weightlifting,2004
189,Cycling Track,points race,W,Bronze,COL,Cycling,2004
190,Wrestling Free.,48 - 55kg,W,Bronze,COL,Wrestling,2008
191,Swimming,200m freestyle,W,Silver,CRC,Aquatics,1988
192,Swimming,200m freestyle,W,Gold,CRC,Aquatics,1996
193,Swimming,200m freestyle,W,Bronze,CRC,Aquatics,2000
194,Swimming,400m freestyle,W,Bronze,CRC,Aquatics,2000
195,Basketball,basketball,M,Silver,CRO,Basketball,1992
196,Tennis,doubles,M,Bronze,CRO,Tennis,1992
197,Table Tennis,doubles,M,Bronze,CRO,Table Tennis,1992
198,Badminton,doubles,M,Bronze,CRO,Badminton,1992
199,Tennis,doubles,M,Bronze,CRO,Tennis,2004
200,Table Tennis,doubles,M,Bronze,CRO,Table Tennis,2004
201,Badminton,doubles,M,Bronze,CRO,Badminton,2004
202,Tennis,singles,M,Bronze,CRO,Tennis,1992
203,Table Tennis,singles,M,Bronze,CRO,Table Tennis,1992
204,Badminton,singles,M,Bronze,CRO,Badminton,1992
205,Fencing,épée individual,M,Gold,CUB,Fencing,1900
206,Fencing,épée individual,M,Bronze,CUB,Fencing,1904
207,Fencing,épée individual,M,Gold,CUB,Fencing,1904
208,Fencing,épée individual,M,Silver,CUB,Fencing,1904
209,Fencing,épée individual,M,Silver,CUB,Fencing,1996
210,Fencing,"épée, amateurs and masters",M,Silver,CUB,Fencing,1900
211,Fencing,foil individual,M,Bronze,CUB,Fencing,1904
212,Fencing,foil individual,M,Gold,CUB,Fencing,1904
213,Fencing,foil individual,M,Silver,CUB,Fencing,1904
214,Fencing,foil individual,M,Bronze,CUB,Fencing,1992
215,Fencing,sabre individual,M,Bronze,CUB,Fencing,1904
216,Fencing,sabre individual,M,Gold,CUB,Fencing,1904
217,Fencing,"stick, single",M,Gold,CUB,Fencing,1904
218,Sailing,two-person keelboat open (Star),X,Silver,CUB,Sailing,1948
219,Athletics,100m,M,Silver,CUB,Athletics,1964
220,Shooting,50m running target (30+30 shots),M,Bronze,CZE,Shooting,1996
221,Canoe / Kayak S,C-1 (canoe single),M,Silver,CZE,Canoe / Kayak,1996
222,Canoe / Kayak F,C-1 1000m (canoe single),M,Gold,CZE,Canoe / Kayak,1996
223,Canoe / Kayak F,C-1 500m (canoe single),M,Gold,CZE,Canoe / Kayak,1996
224,Canoe / Kayak S,C-2 (canoe double),M,Silver,CZE,Canoe / Kayak,1996
225,Canoe / Kayak S,C-2 (canoe double),M,Bronze,CZE,Canoe / Kayak,2000
226,Canoe / Kayak S,C-2 (canoe double),M,Bronze,CZE,Canoe / Kayak,2004
227,Canoe / Kayak S,C-2 (canoe double),M,Silver,CZE,Canoe / Kayak,2008
228,Canoe / Kayak S,K-1 (kayak single),W,Gold,CZE,Canoe / Kayak,1996
229,Canoe / Kayak S,K-1 (kayak single),W,Gold,CZE,Canoe / Kayak,2000
230,Shooting,25m rapid fire pistol (60 shots),M,Bronze,DEN,Shooting,1896
231,Shooting,50m pistol (60 shots),M,Silver,DEN,Shooting,1896
232,Shooting,"army rifle, 300m",M,Bronze,DEN,Shooting,1896
233,Weightlifting,heavyweight - one hand lift,M,Silver,DEN,Weightlifting,1896
234,Weightlifting,heavyweight - two hand lift,M,Gold,DEN,Weightlifting,1896
235,Fencing,sabre individual,M,Bronze,DEN,Fencing,1896
236,Athletics,400m,M,Bronze,DEN,Athletics,1900
237,Shooting,"army rifle, 300m, 3 positions",M,Silver,DEN,Shooting,1900
238,Shooting,"army rifle, 300m, kneeling",M,Silver,DEN,Shooting,1900
239,Shooting,"army rifle, 300m, prone",M,Silver,DEN,Shooting,1900
240,Athletics,marathon,M,Bronze,DJI,Athletics,1988
241,Boxing,51 - 54kg (bantamweight),M,Bronze,DOM,Boxing,1984
242,Athletics,400m hurdles,M,Gold,DOM,Athletics,2004
243,Taekwondo,- 58 kg,M,Silver,DOM,Taekwondo,2008
244,Boxing,60 - 64 kg,M,Gold,DOM,Boxing,2008
245,Athletics,20km walk,M,Gold,ECU,Athletics,1996
246,Athletics,20km walk,M,Silver,ECU,Athletics,2008
247,Diving,10m platform,M,Silver,EGY,Aquatics,1928
248,Diving,3m springboard,M,Bronze,EGY,Aquatics,1928
249,Wrestling Gre-R,75 - 82.5kg (light-heavyweight),M,Gold,EGY,Wrestling,1928
250,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Gold,EGY,Weightlifting,1928
251,Weightlifting,"75 - 82.5kg, total (light-heavyweight)",M,Bronze,EGY,Weightlifting,1936
252,Weightlifting,"- 60kg, total (featherweight)",M,Bronze,EGY,Weightlifting,1936
253,Weightlifting,"- 60kg, total (featherweight)",M,Silver,EGY,Weightlifting,1936
254,Weightlifting,"60 - 67.5kg, total (lightweight)",M,Gold,EGY,Weightlifting,1936
255,Weightlifting,"60 - 67.5kg, total (lightweight)",M,Gold,EGY,Weightlifting,1948
256,Weightlifting,"60 - 67.5kg, total (lightweight)",M,Silver,EGY,Weightlifting,1948
257,Weightlifting,"67.5 - 75kg, total (middleweight)",M,Gold,EGY,Weightlifting,1936
258,Wrestling Free.,52 - 57kg (bantamweight),M,Silver,EGY,Wrestling,1948
259,Athletics,10000m,M,Bronze,ERI,Athletics,2004
260,Basque Pelota,cesta punta,M,Gold,ESP,Basque Pelota,1900
261,Football,football,M,Silver,ESP,Football,1920
262,Football,football,M,Gold,ESP,Football,1992
263,Football,football,M,Silver,ESP,Football,2000
264,Polo,polo,M,Silver,ESP,Polo,1920
265,Golf,team,X,Gold,ESP,Golf,1928
266,Eventing,team,X,Gold,ESP,Equestrian,1928
267,Jumping,team,X,Gold,ESP,Equestrian,1928
268,Dressage,team,X,Gold,ESP,Equestrian,1928
269,Synchronized S.,team,X,Gold,ESP,Aquatics,1928
270,Weightlifting,"- 60kg, one-two hand 3 events (featherweight)",M,Silver,EST,Weightlifting,1920
271,Weightlifting,"60 - 67.5kg, one-two hand 3 events (lightweight)",M,Gold,EST,Weightlifting,1920
272,Athletics,marathon,M,Silver,EST,Athletics,1920
273,Weightlifting,"+ 82.5kg, one-two hand 5 events (heavyweight)",M,Bronze,EST,Weightlifting,1924
274,Wrestling Gre-R,- 58kg (bantamweight),M,Gold,EST,Wrestling,1924
275,Wrestling Gre-R,67.5 - 75kg (middleweight),M,Bronze,EST,Wrestling,1924
276,Wrestling Free.,67.5 - 75kg (middleweight),M,Bronze,EST,Wrestling,1924
277,Wrestling Gre-R,67.5 - 75kg (middleweight),M,Bronze,EST,Wrestling,1928
278,Wrestling Free.,67.5 - 75kg (middleweight),M,Bronze,EST,Wrestling,1928
279,Weightlifting,"67.5 - 75kg, one-two hand 5 events (middleweight)",M,Bronze,EST,Weightlifting,1924
280,Weightlifting,"67.5 - 75kg, one-two hand 5 events (middleweight)",M,Silver,EST,Weightlifting,1924
281,Athletics,marathon,M,Gold,ETH,Athletics,1960
282,Athletics,marathon,M,Gold,ETH,Athletics,1964
283,Athletics,marathon,M,Gold,ETH,Athletics,1968
284,Athletics,marathon,M,Bronze,ETH,Athletics,1972
285,Athletics,marathon,W,Gold,ETH,Athletics,1996
286,Athletics,marathon,M,Bronze,ETH,Athletics,2000
287,Athletics,marathon,M,Gold,ETH,Athletics,2000
288,Athletics,marathon,M,Bronze,ETH,Athletics,2008
289,Athletics,10000m,M,Silver,ETH,Athletics,1968
290,Athletics,10000m,M,Bronze,ETH,Athletics,1972
291,Athletics,10000m,M,Bronze,ETH,Athletics,1980
292,Athletics,10000m,M,Gold,ETH,Athletics,1980
293,Wrestling Gre-R,+ 87kg (super heavyweight),M,Silver,EUA,Wrestling,1956
294,Wrestling Gre-R,+ 87kg (super heavyweight),M,Silver,EUA,Wrestling,1960
295,Athletics,100m,W,Silver,EUA,Athletics,1956
296,Athletics,100m,M,Gold,EUA,Athletics,1960
297,Athletics,1500m,M,Silver,EUA,Athletics,1956
298,Athletics,200m,W,Silver,EUA,Athletics,1956
299,Athletics,200m,W,Silver,EUA,Athletics,1960
300,Swimming,200m breaststroke,W,Bronze,EUA,Aquatics,1956
301,Swimming,200m breaststroke,W,Gold,EUA,Aquatics,1956
302,Swimming,200m breaststroke,W,Bronze,EUA,Aquatics,1960
303,Swimming,200m breaststroke,W,Silver,EUA,Aquatics,1960
304,Athletics,400m,M,Silver,EUA,Athletics,1956
305,Weightlifting,"+ 110kg, total (super heavyweight)",M,Gold,EUN,Weightlifting,1992
306,Weightlifting,"+ 110kg, total (super heavyweight)",M,Silver,EUN,Weightlifting,1992
307,Judo,+ 95kg (heavyweight),M,Gold,EUN,Judo,1992
308,Boxing,- 48kg (light-flyweight),M,Bronze,EUN,Boxing,1992
309,Boxing,- 48kg (light-flyweight),M,Gold,EUN,Boxing,1992
310,Wrestling Free.,- 48kg (light-flyweight),M,Bronze,EUN,Wrestling,1992
311,Wrestling Free.,- 48kg (light-flyweight),M,Gold,EUN,Wrestling,1992
312,Wrestling Gre-R,- 48kg (light-flyweight),M,Bronze,EUN,Wrestling,1992
313,Wrestling Gre-R,- 48kg (light-flyweight),M,Gold,EUN,Wrestling,1992
314,Judo,- 60 kg,M,Gold,EUN,Judo,1992
315,Weightlifting,"100 - 110kg, total (heavyweight)",M,Silver,EUN,Weightlifting,1992
316,Wrestling Free.,100 - 130kg (super heavyweight),M,Bronze,EUN,Wrestling,1992
317,Wrestling Free.,100 - 130kg (super heavyweight),M,Gold,EUN,Wrestling,1992
318,Wrestling Gre-R,100 - 130kg (super heavyweight),M,Bronze,EUN,Wrestling,1992
319,Wrestling Gre-R,100 - 130kg (super heavyweight),M,Gold,EUN,Wrestling,1992
320,Athletics,10000m walk,W,Silver,EUN,Athletics,1992
321,Wrestling Gre-R,- 66.6kg (lightweight),M,Bronze,FIN,Wrestling,1908
322,Wrestling Gre-R,73 - 93kg (light-heavyweight),M,Gold,FIN,Wrestling,1908
323,Wrestling Gre-R,73 - 93kg (light-heavyweight),M,Silver,FIN,Wrestling,1908
324,Athletics,discus throw ancient style,M,Bronze,FIN,Athletics,1908
325,Artistic G.,team competition,M,Bronze,FIN,Gymnastics,1908
326,Artistic G.,team competition,M,Bronze,FIN,Gymnastics,1932
327,Artistic G.,team competition,M,Bronze,FIN,Gymnastics,1936
328,Artistic G.,team competition,M,Gold,FIN,Gymnastics,1948
329,Artistic G.,team competition,M,Bronze,FIN,Gymnastics,1952
330,Artistic G.,team competition,M,Bronze,FIN,Gymnastics,1956
331,Wrestling Gre-R,+ 82.5kg (super heavyweight),M,Gold,FIN,Wrestling,1912
332,Wrestling Gre-R,+ 82.5kg (super heavyweight),M,Silver,FIN,Wrestling,1912
333,Cycling Track,100km,M,Gold,FRA,Cycling,1896
334,Cycling Track,100km,M,Bronze,FRA,Cycling,1908
335,Cycling Track,10km,M,Gold,FRA,Cycling,1896
336,Cycling Track,10km,M,Silver,FRA,Cycling,1896
337,Athletics,1500m,M,Bronze,FRA,Athletics,1896
338,Athletics,1500m,M,Silver,FRA,Athletics,1900
339,Athletics,1500m,M,Silver,FRA,Athletics,1928
340,Athletics,1500m,M,Silver,FRA,Athletics,1960
341,Athletics,1500m,M,Bronze,FRA,Athletics,2008
342,Cycling Track,1km time trial,M,Gold,FRA,Cycling,1896
343,Cycling Track,1km time trial,M,Bronze,FRA,Cycling,1932
344,Wrestling Free.,+ 97kg (heavyweight),M,Bronze,FRG,Wrestling,1968
345,Athletics,1500m,M,Bronze,FRG,Athletics,1968
346,Athletics,1500m,M,Bronze,FRG,Athletics,1976
347,Athletics,400m hurdles,M,Silver,FRG,Athletics,1968
348,Athletics,400m hurdles,M,Bronze,FRG,Athletics,1984
349,Swimming,400m individual medley,M,Bronze,FRG,Aquatics,1968
350,Swimming,400m individual medley,W,Bronze,FRG,Aquatics,1984
351,Swimming,4x100m medley relay,W,Bronze,FRG,Aquatics,1968
352,Swimming,4x100m medley relay,W,Bronze,FRG,Aquatics,1972
353,Swimming,4x100m medley relay,M,Bronze,FRG,Aquatics,1976
354,Athletics,110m hurdles,M,Silver,GBR,Athletics,1896
355,Athletics,110m hurdles,M,Bronze,GBR,Athletics,1932
356,Athletics,110m hurdles,M,Silver,GBR,Athletics,1936
357,Athletics,110m hurdles,M,Silver,GBR,Athletics,1988
358,Cycling Track,12-hour race,M,Silver,GBR,Cycling,1896
359,Athletics,400m,M,Bronze,GBR,Athletics,1896
360,Athletics,400m,M,Gold,GBR,Athletics,1908
361,Athletics,400m,M,Silver,GBR,Athletics,1920
362,Athletics,400m,M,Bronze,GBR,Athletics,1924
363,Athletics,400m,M,Gold,GBR,Athletics,1924
364,Athletics,400m,M,Silver,GBR,Athletics,1936
365,Swimming,100m backstroke,M,Gold,GDR,Aquatics,1968
366,Swimming,100m backstroke,M,Gold,GDR,Aquatics,1972
367,Swimming,100m backstroke,M,Bronze,GDR,Aquatics,1976
368,Swimming,100m backstroke,W,Gold,GDR,Aquatics,1976
369,Swimming,100m backstroke,W,Silver,GDR,Aquatics,1976
370,Swimming,100m backstroke,W,Bronze,GDR,Aquatics,1980
371,Swimming,100m backstroke,W,Gold,GDR,Aquatics,1980
372,Swimming,100m backstroke,W,Silver,GDR,Aquatics,1980
373,Swimming,100m backstroke,W,Bronze,GDR,Aquatics,1988
374,Swimming,100m backstroke,W,Gold,GDR,Aquatics,1988
375,Swimming,200m backstroke,M,Gold,GDR,Aquatics,1968
376,Swimming,200m backstroke,M,Gold,GDR,Aquatics,1972
377,Swimming,200m backstroke,W,Gold,GDR,Aquatics,1976
378,Swimming,200m backstroke,W,Silver,GDR,Aquatics,1976
379,Swimming,200m backstroke,W,Bronze,GDR,Aquatics,1980
380,Swimming,200m backstroke,W,Gold,GDR,Aquatics,1980
381,Swimming,200m backstroke,W,Silver,GDR,Aquatics,1980
382,Swimming,200m backstroke,M,Silver,GDR,Aquatics,1988
383,Swimming,200m backstroke,W,Bronze,GDR,Aquatics,1988
384,Swimming,200m backstroke,W,Silver,GDR,Aquatics,1988
385,Judo,73 - 81kg (half-middleweight),M,Bronze,GEO,Judo,1996
386,Wrestling Free.,82 - 90kg (light-heavyweight),M,Bronze,GEO,Wrestling,1996
387,Wrestling Gre-R,82 - 90kg (light-heavyweight),M,Bronze,GEO,Wrestling,1996
388,Wrestling Free.,58 - 63kg,M,Bronze,GEO,Wrestling,2000
389,Wrestling Gre-R,58 - 63kg,M,Bronze,GEO,Wrestling,2000
